Print Temperature,Layer height,Infill Overlap,Printing Speed,Infill Type,Z-Height,Porosity
210,300,30,35,Grid,2322,0.016
210,300,30,35,Grid,2349,0.015
210,300,30,35,Grid,2376,0.015
210,300,30,35,Grid,2403,0.010
210,300,30,35,Grid,2430,0.006
210,300,30,35,Grid,2457,0.005
210,300,30,35,Grid,2484,0.007
210,300,30,35,Grid,2511,0.021
210,300,30,35,Grid,2538,0.025
210,300,30,35,Grid,2565,0.021
210,300,30,35,Grid,2592,0.018
210,300,30,35,Grid,2619,0.018
210,300,30,35,Grid,2646,0.014
210,300,30,35,Grid,2673,0.010
210,300,30,35,Grid,2700,0.007
210,300,30,35,Grid,2727,0.007
210,300,30,35,Grid,2754,0.015
210,300,30,35,Grid,2781,0.025
210,300,30,35,Grid,2808,0.026
210,300,30,35,Grid,2835,0.021
210,300,30,35,Grid,2862,0.018
210,300,30,35,Grid,2889,0.017
210,300,30,35,Grid,2916,0.013
210,300,30,35,Grid,2943,0.010
210,300,30,35,Grid,2970,0.008
210,300,30,35,Grid,2997,0.012
210,300,30,35,Grid,3024,0.024
210,300,30,35,Grid,3051,0.028
210,300,30,35,Grid,3078,0.025
210,300,30,35,Grid,3105,0.019
210,300,30,35,Grid,3132,0.017
210,300,30,35,Grid,3159,0.016
210,300,30,35,Grid,3186,0.014
210,300,30,35,Grid,3213,0.010
210,300,30,35,Grid,3240,0.009
210,300,30,35,Grid,3267,0.018
210,300,30,35,Grid,3294,0.026
210,300,30,35,Grid,3321,0.024
210,300,30,35,Grid,3348,0.019
210,300,30,35,Grid,3375,0.015
210,300,30,35,Grid,3402,0.014
210,300,30,35,Grid,3429,0.013
210,300,30,35,Grid,3456,0.011
210,300,30,35,Grid,3483,0.008
210,300,30,35,Grid,3510,0.010
210,300,30,35,Grid,3537,0.020
210,300,30,35,Grid,3564,0.027
210,300,30,35,Grid,3591,0.024
210,300,30,35,Grid,3618,0.018
210,300,30,35,Grid,3645,0.015
210,300,30,35,Grid,3672,0.014
210,300,30,35,Grid,3699,0.014
210,300,30,35,Grid,3726,0.012
210,300,30,35,Grid,3753,0.008
210,300,30,35,Grid,3780,0.011
210,300,30,35,Grid,3807,0.023
210,300,30,35,Grid,3834,0.029
210,300,30,35,Grid,3861,0.025
210,300,30,35,Grid,3888,0.019
210,300,30,35,Grid,3915,0.017
210,300,30,35,Grid,3942,0.017
210,300,30,35,Grid,3969,0.017
210,300,30,35,Grid,3996,0.014
210,300,30,35,Grid,4023,0.011
210,300,30,35,Grid,4050,0.013
210,300,30,35,Grid,4077,0.030
210,300,30,35,Grid,4104,0.032
210,300,30,35,Grid,4131,0.028
210,300,30,35,Grid,4158,0.020
210,300,30,35,Grid,4185,0.022
210,300,30,35,Grid,4212,0.024
210,300,30,35,Grid,4239,0.025
210,300,30,35,Grid,4266,0.021
210,300,30,35,Grid,4293,0.022
210,300,30,35,Grid,4320,0.023
210,300,30,35,Grid,4347,0.043
210,300,30,35,Grid,4374,0.053
210,300,30,35,Grid,4401,0.050
210,300,30,35,Grid,4428,0.041
210,300,30,35,Grid,4455,0.041
210,300,30,35,Grid,4482,0.047
210,300,30,35,Grid,4509,0.049
210,300,30,35,Grid,4536,0.043
210,300,30,35,Grid,4563,0.046
210,300,30,35,Grid,4590,0.050
210,300,30,35,Grid,4617,0.073
210,300,90,100,Lines,540,0.052
210,300,90,100,Lines,567,0.036
210,300,90,100,Lines,594,0.019
210,300,90,100,Lines,621,0.006
210,300,90,100,Lines,648,0.003
210,300,90,100,Lines,675,0.006
210,300,90,100,Lines,702,0.010
210,300,90,100,Lines,729,0.016
210,300,90,100,Lines,756,0.025
210,300,90,100,Lines,783,0.034
210,300,90,100,Lines,810,0.035
210,300,90,100,Lines,837,0.031
210,300,90,100,Lines,864,0.024
210,300,90,100,Lines,891,0.015
210,300,90,100,Lines,918,0.009
210,300,90,100,Lines,945,0.009
210,300,90,100,Lines,972,0.011
210,300,90,100,Lines,999,0.012
210,300,90,100,Lines,1026,0.015
210,300,90,100,Lines,1053,0.022
210,300,90,100,Lines,1080,0.027
210,300,90,100,Lines,1107,0.024
210,300,90,100,Lines,1134,0.021
210,300,90,100,Lines,1161,0.015
210,300,90,100,Lines,1188,0.010
210,300,90,100,Lines,1215,0.009
210,300,90,100,Lines,1242,0.009
210,300,90,100,Lines,1269,0.010
210,300,90,100,Lines,1296,0.015
210,300,90,100,Lines,1323,0.022
210,300,90,100,Lines,1350,0.023
210,300,90,100,Lines,1377,0.022
210,300,90,100,Lines,1404,0.022
210,300,90,100,Lines,1431,0.017
210,300,90,100,Lines,1458,0.010
210,300,90,100,Lines,1485,0.009
210,300,90,100,Lines,1512,0.013
210,300,90,100,Lines,1539,0.016
210,300,90,100,Lines,1566,0.022
210,300,90,100,Lines,1593,0.029
210,300,90,100,Lines,1620,0.034
210,300,90,100,Lines,1647,0.030
210,300,90,100,Lines,1674,0.024
210,300,90,100,Lines,1701,0.018
210,300,90,100,Lines,1728,0.012
210,300,90,100,Lines,1755,0.009
210,300,90,100,Lines,1782,0.009
210,300,90,100,Lines,1809,0.009
210,300,90,100,Lines,1836,0.012
210,300,90,100,Lines,1863,0.019
210,300,90,100,Lines,1890,0.022
210,300,90,100,Lines,1917,0.019
210,300,90,100,Lines,1944,0.019
210,300,90,100,Lines,1971,0.016
210,300,90,100,Lines,1998,0.012
210,300,90,100,Lines,2025,0.011
210,300,90,100,Lines,2052,0.011
210,300,90,100,Lines,2079,0.014
210,300,90,100,Lines,2106,0.020
210,300,90,100,Lines,2133,0.028
210,300,90,100,Lines,2160,0.031
210,300,90,100,Lines,2187,0.027
210,300,90,100,Lines,2214,0.021
210,300,90,100,Lines,2241,0.016
210,300,90,100,Lines,2268,0.012
210,300,90,100,Lines,2295,0.008
210,300,90,100,Lines,2322,0.008
210,300,90,100,Lines,2349,0.008
210,300,90,100,Lines,2376,0.011
210,300,90,100,Lines,2403,0.017
210,300,90,100,Lines,2430,0.018
210,300,90,100,Lines,2457,0.014
210,300,90,100,Lines,2484,0.012
210,300,90,100,Lines,2511,0.012
210,300,90,100,Lines,2538,0.010
210,300,90,100,Lines,2565,0.007
210,300,90,100,Lines,2592,0.008
210,300,90,100,Lines,2619,0.011
210,300,90,100,Lines,2646,0.017
210,300,90,100,Lines,2673,0.026
210,300,90,100,Lines,2700,0.031
210,300,90,100,Lines,2727,0.028
210,300,90,100,Lines,2754,0.022
210,300,90,100,Lines,2781,0.019
210,300,90,100,Lines,2808,0.016
210,300,90,100,Lines,2835,0.009
210,300,90,100,Lines,2862,0.008
210,300,90,100,Lines,2889,0.008
210,300,90,100,Lines,2916,0.011
210,300,90,100,Lines,2943,0.021
210,300,90,100,Lines,2970,0.027
210,300,90,100,Lines,2997,0.029
210,300,90,100,Lines,3024,0.024
210,300,90,100,Lines,3051,0.012
210,300,90,100,Lines,3078,0.011
210,300,90,100,Lines,3105,0.012
210,300,90,100,Lines,3132,0.010
210,300,90,100,Lines,3159,0.014
210,300,90,100,Lines,3186,0.020
210,300,90,100,Lines,3213,0.033
210,300,90,100,Lines,3240,0.043
210,300,90,100,Lines,3267,0.045
210,300,90,100,Lines,3294,0.032
210,300,90,100,Lines,3321,0.021
210,300,90,100,Lines,3348,0.021
210,300,90,100,Lines,3375,0.021
210,300,90,100,Lines,3402,0.014
210,300,90,100,Lines,3429,0.014
210,300,90,100,Lines,3456,0.025
210,300,90,100,Lines,3483,0.036
210,300,90,100,Lines,3510,0.048
210,300,90,100,Lines,3537,0.050
210,300,90,100,Lines,3564,0.039
210,300,90,100,Lines,3591,0.030
210,300,90,100,Lines,3618,0.024
210,300,90,100,Lines,3645,0.020
210,300,90,100,Lines,3672,0.019
210,300,90,100,Lines,3699,0.021
210,300,90,100,Lines,3726,0.024
210,300,90,100,Lines,3753,0.026
210,300,90,100,Lines,3780,0.026
210,300,90,100,Lines,3807,0.023
210,300,90,100,Lines,3834,0.028
210,300,90,100,Lines,3861,0.027
210,300,90,100,Lines,3888,0.024
210,300,90,100,Lines,3915,0.025
210,300,90,100,Lines,3942,0.027
210,300,90,100,Lines,3969,0.032
210,300,90,100,Lines,3996,0.030
210,300,90,100,Lines,4023,0.045
210,300,90,100,Lines,4050,0.043
210,300,90,100,Lines,4077,0.039
210,300,90,100,Lines,4104,0.031
210,300,90,100,Lines,4131,0.024
210,300,90,100,Lines,4158,0.020
210,300,90,100,Lines,4185,0.019
210,300,90,100,Lines,4212,0.017
210,300,90,100,Lines,4239,0.021
210,300,90,100,Lines,4266,0.015
210,300,90,100,Lines,4293,0.016
210,300,90,100,Lines,4320,0.040
210,300,90,100,Lines,4347,0.041
210,300,90,100,Lines,4374,0.042
210,300,90,100,Lines,4401,0.033
210,300,90,100,Lines,4428,0.034
210,300,90,100,Lines,4455,0.045
210,300,90,100,Lines,4482,0.035
210,300,90,100,Lines,4509,0.046
210,300,90,100,Lines,4536,0.038
210,300,90,100,Lines,4563,0.043
210,300,90,100,Lines,4590,0.048
210,300,90,100,Lines,4617,0.056
210,300,90,100,Lines,4644,0.052
